Property Name,External URL,Property Status,Type,Address,City,State,Zip,Tenant(s),Lease Term,Remaining Term,SqFt,Price/SqFt,Units,Price/Unit,NOI,Cap Rate,Asking Price,Opportunity Zone
Shinnston Center,https://www.crexi.com/properties/486154/west-virginia-shinnston-center#,On-Market,Retail,204 S Pike St,Shinnston,WV,26431,Multi,,,31200,,,,"$307,055.00 ",6.55%,"$4,688,000.00 ",No
Sugarloaf Village,https://www.crexi.com/properties/229435/georgia-sugarloaf-village#,On-Market,Retail,1685 Old Norcross Rd,Lawrenceville,GA,30044,Multi,,,,,,,"$284,739.00 ",6.55%,"$4,350,000.00 ",No
"Suntrust Bank Augusta, GA",https://www.crexi.com/properties/166910/georgia-suntrust-bank-augusta-ga#,On-Market,Retail,2625 Peach Orchard Rd,Augusta,GA,30906,N/A,,7.7,4271,$536.88 ,,,"$149,066.00 ",6.50%,"$2,293,000.00 ",No
Burger King,https://www.crexi.com/properties/399804/iowa-burger-king#,On-Market,Retail,3161 Joliet Ave,Missouri Valley,IA,51555,Single,,5.2,4828,$313.38 ,1,,"$113,453.00 ",7.50%,"$1,513,000.00 ",No
Topaz Joe's  Nevada Trading Company,https://www.crexi.com/properties/129806/nevada-topaz-joes--nevada-trading-company#,On-Market,Retail,3900 Carter Dr,Wellington,NV,89444,Vacant,,,6680,$247.01 ,1,,"$177,142.00 ",9.08%,"$1,650,000.00 ",No
Grant's Crossing - Food Lion Anchored,https://www.crexi.com/properties/234534/south-carolina-grants-crossing#,On-Market,Retail,415-433 E Main St.,Andrews,SC,29510,Multi,,,46551,$64.45 ,4,,"$236,714.00 ",7.89%,"$3,000,000.00 ",Yes
Goodwill Near TCU Campus,https://www.crexi.com/properties/484325/texas-goodwill-near-tcu-campus#,On-Market,Retail,3124 Townsend Dr,Fort Worth,TX,76110,Single,10.1,3.1,10562,$234.52 ,1,,"$161,016.00 ",6.50%,"$2,477,000.00 ",No
Walgreens l 8 CAP  Atlanta MSA l Option Recently Exercised,https://www.crexi.com/properties/352572/georgia-walgreens-l-8-cap-atlanta-msa-l-option-recently-exercised#,On-Market,Retail,204 Jonesboro Rd,McDonough,GA,30253,Single,24.9,5.9,15110,$287.69 ,,,"$347,760.00 ",8.00%,"$4,347,000.00 ",No
Advanced Auto Parts Anchored Retail,https://www.crexi.com/properties/430476/ohio-advanced-auto-parts-anchored-retail#,On-Market,Retail,212 Eastern Ave,Woodsfield,OH,43793,Multi,,,12000,,,,"$87,579.00 ",7.30%,"$1,200,000.00 ",No
CVS Pharmacy,https://www.crexi.com/properties/149722/rhode-island-cvs-pharmacy#,On-Market,Retail,309 Broad St,Central Falls,RI,2863,Single,15.7,3.1,12257,$474.42 ,,,"$392,544.00 ",6.75%,"$5,815,000.00 ",No
Snow Street Village,https://www.crexi.com/properties/56143/alabama-snow-street-village#,On-Market,Retail,641 Snow St,Oxford,AL,36203,Multi,,,30150,$132.01 ,10,,"$338,627.00 ",8.51%,"$3,980,000.00 ",No
Mapletown Center,https://www.crexi.com/properties/155008/ohio-mapletown-center#,On-Market,Retail,15700 Broadway Ave,Maple Heights,OH,44137,N/A,,,102765,$58.39 ,,,"$556,912.00 ",9.28%,"$6,000,000.00 ",No
CVS Pharmacy,https://www.crexi.com/properties/258501/illinois-cvs-pharmacy#,On-Market,Retail,3951 W 103rd St,Chicago,IL,60655,Single,25.2,7,15380,,1,,"$540,825.00 ",7.21%,"$7,500,000.00 ",No
Loves Park Centre,https://www.crexi.com/properties/213205/illinois-loves-park-centre#,On-Market,Retail,5910 N 2nd Street,Loves Park,IL,61111,Multi,,,68638,,,,"$514,062.00 ",7.25%,"$7,091,000.00 ",No
Rite Aid,https://www.crexi.com/properties/237591/michigan-rite-aid#,On-Market,Retail,51341 W. Huron River Drive,Belleville,MI,48111,Single,20,5.1,12500,$317.36 ,,,"$317,360.00 ",8.00%,"$3,967,000.00 ",No
SoutheastCentral FL 100 Multi-Unit,https://www.crexi.com/properties/516560/florida-southeastcentral-fl-100-multi-unit#,On-Market,Multifamily,Southeast Central FL,Okeechobee,FL,34972,N/A,,,,,110,"$96,363.64 ","$850,629.00 ",8.02%,"$10,600,000.00 ",No
Sonic Blanco Rd,https://www.crexi.com/properties/522999/texas-sonic-blanco-rd#,On-Market,Retail,2301 Blanco Rd,San Antonio,TX,78212,N/A,,,1361,"$1,604.70 ",,,"$142,000.00 ",6.50%,"$2,184,000.00 ",No
